,type,start,end,text,label,name
6476,text,13052,13058,Mexico,GPE,Juan A
6477,text,13081,13087,Mexico,GPE,Juan A
6478,text,13103,13105,US,GPE,Juan A
6479,text,13133,13150,the United States,GPE,Juan A
6480,text,13171,13178,America,GPE,Juan A
6481,text,13474,13478,July,DATE,Juan A
6482,text,13487,13493,Adrian,PERSON,Juan A
6483,text,13534,13551,the United States,GPE,Juan A
6484,text,13577,13581,Juan,PERSON,Juan A
6485,text,14236,14242,Adrian,PERSON,Juan A
6486,text,14267,14274,English,LANGUAGE,Juan A
6487,text,14276,14280,Juan,PERSON,Juan A
6488,text,14311,14315,Juan,PERSON,Juan A
6489,text,14350,14356,Mexico,GPE,Juan A
6490,text,14371,14378,English,LANGUAGE,Juan A
6491,text,14408,14425,the United States,GPE,Juan A
6492,text,14497,14504,English,LANGUAGE,Juan A
6493,text,14581,14588,English,LANGUAGE,Juan A
6494,text,14627,14634,English,LANGUAGE,Juan A
6495,text,14653,14656,95%,PERCENT,Juan A
6496,text,14665,14671,Adrian,PERSON,Juan A
6497,text,14703,14710,Mexican,NORP,Juan A
6498,text,14718,14721,USA,GPE,Juan A
6499,text,14775,14779,Juan,PERSON,Juan A
6500,text,14808,14813,Texas,GPE,Juan A
6501,text,15120,15126,Dallas,GPE,Juan A
6502,text,15195,15202,Mexican,NORP,Juan A
6503,text,15216,15222,Adrian,PERSON,Juan A
6504,text,15252,15269,the United States,GPE,Juan A
6505,text,15301,15307,Mexico,GPE,Juan A
6506,text,15316,15320,Juan,PERSON,Juan A
6507,text,15368,15371,one,CARDINAL,Juan A
6508,text,15379,15399,"the United
   States",GPE,Juan A
6509,text,15458,15461,one,CARDINAL,Juan A
6510,text,15594,15611,the United States,GPE,Juan A
6511,text,15624,15641,the United States,GPE,Juan A
6512,text,15733,15750,the United States,GPE,Juan A
6513,text,15800,15804,Iraq,GPE,Juan A
6514,text,15840,15860,"the United
   States",GPE,Juan A
6515,text,16016,16033,the United States,GPE,Juan A
6516,text,16168,16185,the United States,GPE,Juan A
6517,text,16194,16200,Adrian,PERSON,Juan A
6518,text,16262,16266,Juan,PERSON,Juan A
6519,text,16317,16333,twenty-one years,DATE,Juan A
6520,text,16352,16364,every minute,TIME,Juan A
6521,text,16372,16388,twenty-one years,DATE,Juan A
6522,text,16729,16735,Adrian,PERSON,Juan A
6523,text,16789,16795,Mexico,GPE,Juan A
6524,text,16846,16863,the United States,GPE,Juan A
6525,text,16923,16927,Juan,PERSON,Juan A
6526,text,17106,17114,American,NORP,Juan A
6527,text,17142,17149,Mexican,NORP,Juan A
6528,text,17584,17591,Mexican,NORP,Juan A
6529,text,17611,17615,Juan,PERSON,Juan A
6530,text,17621,17628,Mexican,NORP,Juan A
6531,text,17700,17707,Mexican,NORP,Juan A
6532,text,17803,17820,the United States,GPE,Juan A
6533,text,17879,17887,American,NORP,Juan A
6534,text,18473,18479,Mexico,GPE,Juan A
6535,text,18488,18494,Adrian,PERSON,Juan A
6536,text,18502,18506,Juan,PERSON,Juan A
6537,text,18630,18634,Juan,PERSON,Juan A
6538,text,18922,18928,Mexico,GPE,Juan A
6539,text,19214,19221,Mexican,NORP,Juan A
6540,text,19252,19269,the United States,GPE,Juan A
6541,text,19625,19629,Juan,PERSON,Juan A
6542,text,20079,20083,Juan,PERSON,Juan A
6543,text,20893,20897,Juan,PERSON,Juan A
6544,text,21585,21591,Adrian,PERSON,Juan A
6545,text,21599,21603,Juan,PERSON,Juan A
6546,text,21686,21690,Juan,PERSON,Juan A
6547,text,86,865,"Juan: My first day in the United States? Well, it was exciting and scary at
   the same time because I didn't know what to expect, I didn't know what to
   do. And basically it was something that I didn't know what was going to
   happen. But for sure I was very excited to be there.
 
 
   Adrian: Can you tell me about how you felt when you got to the United
   States, what did you see different?
 
 
   Juan: Well, when I got to the United States and what I saw different, it
   was like a total, brand new world. Everything clean, everything in order,
   everything ... People living in a different way than I was used to. And it
   was very, very different on the first day. And when I got there, it took me
   a good while to adapt to that lifestyle, the American lifestyl","Arriving in the United States, First impressions, Feelings, Hope, Excitement",Juan A
6548,text,21686,22595,"Juan: Well, not really. It just, it bothers me a lot. It just bothers me,
   this indifference from the government. They are very indifferent. They know
   for a fact, because they even have programs to help immigrants returning.
   But the fact is, it's just to make them look good, to sound good, just to
   get a job. When in reality they're not helping anything. All that money
   that is supposed to go to help people, they're pocketing it. And it bothers
   me, it makes me angry about it. I know of many cases, I have seen many
   cases. I have been with them when they thought they had a job and they
   can't get a job. And that really bothers me. And as a citizen, I would like
   for this government to really get their act together and do something about
   it. Enough is enough, and they really need to start doing their jobs and
   getting their hands out of their pockets and do something about","Return to Mexico, Challenges, Economic well-being",Juan A
6549,text,20893,21584,"Juan: And people are struggling out here. They can't find a job, they can't
   ... They are, a lot of times, living on the street. I know of people that
   are living on the street, they don't have nowhere to stay because they
   can't afford it, they cannot pay. How can they afford it if they cannot get
   a job? If they cannot get a job, if they can't get a way to make their
   living, how in the world are they going to do? What are they going to do?
   So many, many end up in drugs or in alcoholism. And I just hope, my hope is
   for this to reach the right ears and for someone to do something about all
   this crisis. Because it's a humanitarian crisis, that's what it is.
 
 
  ","Return to Mexico, Challenges, Economic well-being",Juan A
6550,text,17611,18487,"Juan: The Mexican government don't care, don't help on anything, to the
   citizens. The Mexican government, they just think of filling up their
   pockets. That's all they care about. Versus the United States, you're
   allowed to ... And that's why they call it the American dream, because
   you're allowed to do as much as you want, as much as you can. And I've seen
   many, many, many immigrants, undocumented immigrants, becoming millionaires
   with starting their own businesses. And I know many cases where, if not
   millionaires, they're living very good because they started their own
   business and just because they're allowed to get their business going and
   everything. Over here, the bureaucracy and the corruption, it's killing the
   small businesses. The enterprise or the small business is under the
   corruption and the bureaucracy of Mexico.
 
 
  ","Return to Mexico, Challenges, Economic well-being, Cultural differences, Crime and Violence",Juan A
6551,text,5307,5841,"My
   next, my daughter is eighteen and just graduated from high school. And she
   is going to join the army. And she leaves in July and I'm going to hate not
   to be there to say goodbye and hug her. I just hate the idea of her leaving
   for a long time, for almost a year, on the basic training, and I'm not
   going to be able to be with her to say goodbye or give her a hug or
   anything like that. And my youngest, she's a junior in high school. She has
   two more years of high school and she wants to go to college.
 
 
  ","Time in the US,  careers,  army",Juan A
6552,text,5307,5841,"My
   next, my daughter is eighteen and just graduated from high school. And she
   is going to join the army. And she leaves in July and I'm going to hate not
   to be there to say goodbye and hug her. I just hate the idea of her leaving
   for a long time, for almost a year, on the basic training, and I'm not
   going to be able to be with her to say goodbye or give her a hug or
   anything like that. And my youngest, she's a junior in high school. She has
   two more years of high school and she wants to go to college.
 
 
  ","Time in the US, Family, Children",Juan A
6553,text,3450,3765,"Juan: Yes. I lived there for twenty-eight years. I got there in 1990 and I
   lived there for twenty-eight years. I lived in several States. I lived in
   the state of California. Then from there, I went to New York. In New York,
   I used to live in ____. And from there, I moved to Texas, to the ____ area.
 
 
  ","Time in the US, Living situation",Juan A
6554,text,19625,20892,"Juan: And that is just my hope. That this interview can really make someone
   do something about it. I really would like for this to get to the right
   ears and really get something about it. They are wasting the immigrant
   talent. They are wasting everything, all these good people, bilingual
   people, hard-working people. They are falling between the cracks because
   these people, they're not paying attention to what is happening here.
 
 
   Juan: We know of many people, they're very talented and they can't get
   opportunities because they don't have an ID. For Christ's sake, they don't
   have an identification to get a job. I just know of a friend of mine, she
   was interviewed twice, and getting very good bilingual jobs. And she
   couldn't take them because she didn't have the identification to take the
   job. And that, it hurts. It hurts very much to see people struggle like
   that. Being discriminated and kicked out of a country that don't really
   like them. And then you're just hoping to make it work here in their own
   country, when all this government and these politicians and these people in
   key spots, all they care about is their pockets. All they care is their own
   pockets, they don't care about nothing else.
 
 
  ","The United States, What the US has lost, Policy to help migrants,  reform",Juan A
6555,text,18630,19624,"Juan: What I really want to say is that I really hope that this interview
   can reach some ears from the right people, to listen and to really start
   doing their jobs, meaning for them to start working for people. And for
   them to stop all the corruption and bureaucracy that we live in Mexico. All
   that is, it's killing this country. The corruption and the bureaucracy,
   politicians, bad politicians, they are killing this country. And it's
   terrible and it hurts because it's just a matter of, if they were doing
   their jobs, I can almost guarantee you that almost no Mexican people would
   want to go to the United States and work and find a better life. And they
   do, I did, because I had no opportunities, I had no opportunities here. If
   they were doing their jobs and they were doing what they were supposed to,
   many people didn't have to go, they didn't have to leave their countries
   and their families behind. Just because they're seeking a better life.
 
 
  ","Mexico, Policy for reintegration, Corruption,  reform, What the US has lost, Policy to help migrants",Juan A
6556,text,16729,17610,"Adrian: Do you think there’s something, the government from Mexico, they
   can work together with the government of the United States so they can stop
   getting the families separated?
 
 
   Juan: I truly believe that they can. It's just, their politics get in the
   way. All of these immigration things, it's all about politics, it's all
   about control, controlling the American people and controlling the Mexican
   people. If they wanted to, they could have many agreements, so we didn't
   have to go illegally. And they could have had many, many agreements to
   allow people to go to work and come back. Because people don't want to go
   and stay. People do not want to go and stay there and live there. They want
   a better life. And they want to make money and many times just come back
   and do things that they cannot do because of the Mexican government.
 
 
  ","The United States, US government and immigration, Policy to help migrants, What the US has lost",Juan A
6557,text,15316,16193,"Juan: I miss everything. I miss everything. There's one thing, the United
   States is a country of laws. It's a country of order. And that's one thing
   that I loved because I used to feel safe over there. I used to feel safe
   and I got nothing but good things to say about the United States. Because
   the United States gave me more opportunities than my own country gave me.
   And, I got nothing but love for the United States. As a matter of fact,
   when the war started in Iraq, I even wanted to go and fight for the United
   States. Not expecting anything in return, I just wanted to do that because
   they gave me so many opportunities that my own country never gave me. And I
   love the United States and that's my family's country. And I certainly, I
   just thought it was mine too. And I got nothing but good things to say
   about the United States.
 
 
  ","The United States, Favorite parts,  safety,  Food, Family, Identity, American",Juan A
6558,text,9462,12307,"Juan: We had elections, presidential elections in Mexico. And I got here on
   March 15. And since it was election time, they stopped issuing the only
   identification that a Mexican citizen can have to do anything—to open a
   bank account, to rent a house, to get a passport, to get a driver’s
   license. That identification we cannot get because they are in elections
   and we are not allowed to get in until the election is over, which is in
   July. Ever since March, I haven't been able to get an identification where
   I can reestablish my life precisely because I cannot open a bank account, I
   cannot get a job. When you get a job here, they want you to get that
   identification. They want you to show that identification just to show that
   it's you. During this time, all the deportees and people returning to
   Mexico are going through a very difficult time. Just because these people,
   all they care is about that stupid election. All they care is about getting
   their jobs and getting elected and all, while we ...
 
 
   Juan: Every single program that is supposed to be helping us, they have,
   quote unquote, “programs that help you with unemployment insurance” and
   things like that. They're supposed to help you. On the contrary, they are
   just giving us the long run. They are just giving us, ""Oh no, they didn't
   authorize the payment, you need to come back the next month."" And next
   month… It's been three months already, I have not been able to get anything
   from them. And I haven't been able to get a job because I don't have an
   identification. That is so stupid and ridiculous because how are we
   supposed to live? How are we supposed to pay our rent or to even get money
   for transportation to go and look for another job?
 
 
   Juan: I can go look for a job, but it doesn't matter, it doesn't do any
   good because I cannot identify myself. I don't have an identification to
   identify myself. And the same problems that I have is the same problem that
   I see in many, many people returning to Mexico from the United States.
   These people, they are in very, very bad shape. Very bad shape because they
   cannot get a job, they cannot open up an account, they cannot register
   their kids in school. They cannot do anything because the authorities, they
   don't care. They don't care about us, they don't care about nobody but
   themselves. Another thing that I hate, I hate, I hate, it's like the time
   stopped and it never moved. When I came back, it was the same corruption,
   the same corrupted politicians, the same people that, instead of helping
   the citizens, they're helping themselves, putting money in their pockets.
   And all that money that is supposed to go to our programs to help
   immigrants and people like us? They're going to their pockets.
 
 
  ","Return to Mexico, Challenges, Corruption, Bureaucracy, Economic well-being, Mexico, Worst parts about being back, Policy for reintegration, Language, Jobs,  documentation",Juan A
6559,text,7675,8911,"Juan: When I came back, I came back by bus. And as soon as I crossed the
   border, the Mexican border, it seems like I stepped into another world. It
   was the same, the authorities, they are very rude, they are corrupt, they
   want money for anything. They actually stole a document from my wife. My
   wife, she's an American citizen, and they asked her for her passport. And
   for them to give her the document as she was crossing to Mexico, they
   charged her $60 for that document. When later I find out that it has to be
   free. If you register, if you tell them that you're there and all that,
   that document's supposed to be free. These policemen, they charged her $60.
   Then, when I was getting my bags checked at the customs, they wanted me to
   pay money to let me take my bags. And I just, I started fighting, arguing
   with them. Not necessarily fighting, but I was arguing with them that, why
   I had to pay them for something that was mine, it was my clothes, my shoes,
   all my things. They wanted me to give money to allow me to take my things.
   And when I started stating my case and fighting back, they had no choice
   but to let me go. But it is that corruption in Mexico that makes it scary.
 
 
  ","Return to Mexico, Challenges, Corruption, Cultural differences, Discrimination, Interactions with police, Stops, Bribes",Juan A
6560,text,6318,7535,"Juan: Basically, it was a very hard decision. I came back by myself. It
   basically was because when the president that is at the White House right
   now, he changed the rules and everything. He made a task of making people
   leave or getting deported and all that. And he started tightening all the
   rules and the laws. And I'm living in the state of Texas, and Texas
   participated a lot with that policy. And the police department was
   cooperating with them, meaning that if you had a traffic ticket you could
   get arrested and taken to immigration, to process your deportation.
 
 
   Juan: The decision to come back was very hard and very difficult because I
   was leaving my wife and my children behind. My home, my cars, and
   practically all my belongings, I left them behind. But I'd rather have that
   happening, than being arrested and maybe put in jail because I heard that
   they're putting people in jail and they keep you there for a long time. And
   I didn't want to go over that and be in jail for something like that. So I
   decided just to come back and bring my clothes and as much as I could. But
   it was a very difficult decision to come back and leave my family behind.
 
 
  ","Leaving the US, Paying For, Fear,  politics, Voluntary Departure, Challenges, Family Separation, Those who stayed in the US, Feelings, Sadness",Juan A
6561,text,4474,5089,"Juan: I was twenty-one when I left for the United States and at the moment,
   I'm fifty-two years old. I lived over there about twenty-eight years, so it
   was the majority of my life. I never thought about coming back to Mexico
   because I loved living over there. Just because I had my family established
   and everything. I purchased a house, purchased a car. A lot of times you
   can't even do that here in Mexico. It's very hard to purchase a house, to
   purchase a car. It's very, very difficult. But over there, I already
   accomplished that. And when I left over there, everything stayed back.
 
 
  ","Time in the US, Policy to help those left behind,  house, North Carolina",Juan A
6562,text,3821,4364,"Juan: Okay, my family. In 1997, I got married to my wife and we had three
   children. I have one boy and two girls. And they are still living in the
   United States because my children are still going to school and now they
   are pursuing their dreams. And I didn't want to force them to come with me
   because I didn't know how it was going to be here in Mexico. So they stayed
   back there and we talk over the phone. We text and video calls and things
   like that, but they're still living over there and I miss them very much.
 
 
  ","Family Separation, Those who stayed in the US, Children",Juan A
6563,text,2283,3362,"Juan: I started a real estate investing business. I was buying and selling
   houses. I was fixing them and remodeling them and I was selling them to
   people that were looking to buy a house for the first time. And I was doing
   quite well until I couldn't do it anymore because, since I was
   undocumented, I couldn't renew my driver's license. And when you don't have
   a license in the state of Texas, pretty much you can't do anything. You
   cannot travel, you cannot open a bank account, you cannot do pretty much
   anything. You can't go to a bank and do anything because you don't have
   identification. And the worst part was that in my business I needed to
   notarize documents, I needed to borrow money from banks to purchase the
   houses, and I needed a credit card to buy my materials to remodel my houses
   and all that stuff. And since I didn't have anything like that, I couldn't
   do nothing anymore, absolutely nothing. And it was a very, very hard time
   for like a year that I couldn't do nothing because I didn't have an
   identification.
 
 
  ","Careers,  real estate, Documents, Immigration status, Living undocumented, Lost opportunities",Juan A
6564,text,875,2282,"Adrian: Can you tell me about your first job that you had in the United
   States?
 
 
   Juan: Well, when you get there you don't have that many choices. And
   basically, there are a lot of jobs that nobody wants to do. And when you
   get there, you get there usually with no money, usually in need of
   everything. So you take the first job that comes your way. And it was at a
   restaurant, an Italian restaurant. And I was a busboy, I was cleaning
   tables and helping in the kitchen, helping the waiters. It was basically at
   a restaurant.
 
 
   Adrian: Oh, good. That's the only job that you have in the United States or
   did you do more jobs? Do you do other kinds of work?
 
 
   Juan: No. At first I had jobs like that restaurant-wise, but then since I
   know how to drive commercial vehicles, I was able to get a job driving a
   vehicle and I drove a bobtail truck, delivering gasoline and diesel. And I
   did that for a long time. And I took many driving jobs because of the
   commercial license that I used to have. I used to have several jobs driving
   commercial vehicles. But then when I got married, my wife didn't want me to
   do anymore that job because it was kind of dangerous. So I stopped doing
   it. And I was facing the possibility of getting another job, basically
   driving or doing something else. I picked something else and I started my
   own business.
 
 
  ","Time in the US, Jobs, Documents, Restaurants,  driving",Juan A
6565,text,16,21,first,ORDINAL,Yosell
6566,text,88,94,Mexico,GPE,Yosell
6567,text,137,143,Yosell,PERSON,Yosell
6568,text,234,239,first,ORDINAL,Yosell
6569,text,389,402,San Francisco,GPE,Yosell
6570,text,418,427,two years,DATE,Yosell
6571,text,529,533,U.S.,GPE,Yosell
6572,text,572,578,Yosell,PERSON,Yosell
6573,text,623,628,Vegas,GPE,Yosell
6574,text,1190,1196,Yosell,PERSON,Yosell
6575,text,1273,1279,Yosell,PERSON,Yosell
6576,text,1281,1284,Six,CARDINAL,Yosell
6577,text,1288,1293,eight,CARDINAL,Yosell
6578,text,1324,1331,Claudia,PERSON,Yosell
6579,text,1393,1399,Yosell,PERSON,Yosell
6580,text,1448,1455,Claudia,PERSON,Yosell
6581,text,1511,1517,Yosell,PERSON,Yosell
6582,text,1684,1693,Christmas,DATE,Yosell
6583,text,1890,1897,Claudia,PERSON,Yosell
6584,text,1972,1978,Yosell,PERSON,Yosell
6585,text,2106,2111,Trump,PERSON,Yosell
6586,text,2286,2292,Mexico,GPE,Yosell
6587,text,2443,2449,Mexico,GPE,Yosell
6588,text,2625,2631,Yosell,PERSON,Yosell
6589,text,2681,2687,Yosell,PERSON,Yosell
6590,text,2794,2800,Yosell,PERSON,Yosell
6591,text,3053,3060,Claudia,PERSON,Yosell
6592,text,3119,3125,Yosell,PERSON,Yosell
6593,text,3182,3186,Utah,GPE,Yosell
6594,text,3556,3562,Yosell,PERSON,Yosell
6595,text,3649,3662,San Francisco,GPE,Yosell
6596,text,3667,3679,Venice Beach,LOC,Yosell
6597,text,3949,3952,two,CARDINAL,Yosell
6598,text,4000,4007,Claudia,PERSON,Yosell
6599,text,4089,4095,Yosell,PERSON,Yosell
6600,text,4388,4394,Yosell,PERSON,Yosell
6601,text,4494,4500,Mexico,GPE,Yosell
6602,text,4554,4559,Jones,PERSON,Yosell
6603,text,4646,4652,Mexico,GPE,Yosell
6604,text,4737,4743,Mexico,GPE,Yosell
6605,text,4907,4913,States,GPE,Yosell
6606,text,4980,4986,Mexico,GPE,Yosell
6607,text,5050,5056,Mexico,GPE,Yosell
6608,text,5139,5145,Yosell,PERSON,Yosell
6609,text,5186,5192,Mexico,GPE,Yosell
6610,text,5386,5392,States,GPE,Yosell
6611,text,5401,5407,Yosell,PERSON,Yosell
6612,text,5420,5434,about 24 years,DATE,Yosell
6613,text,5448,5454,Mexico,GPE,Yosell
6614,text,5487,5509,like a year and a half,DATE,Yosell
6615,text,5581,5587,Mexico,GPE,Yosell
6616,text,5643,5649,Yosell,PERSON,Yosell
6617,text,5764,5775,Los Angeles,GPE,Yosell
6618,text,6127,6133,Yosell,PERSON,Yosell
6619,text,6198,6204,Yosell,PERSON,Yosell
6620,text,6238,6240,17,DATE,Yosell
6621,text,6244,6246,16,DATE,Yosell
6622,text,6296,6303,Claudia,PERSON,Yosell
6623,text,6320,6326,States,GPE,Yosell
6624,text,6335,6341,Yosell,PERSON,Yosell
6625,text,6369,6376,Claudia,PERSON,Yosell
6626,text,6418,6424,Yosell,PERSON,Yosell
6627,text,6541,6547,Yosell,PERSON,Yosell
6628,text,6601,6604,two,CARDINAL,Yosell
6629,text,6634,6637,two,CARDINAL,Yosell
6630,text,6762,6768,Yosell,PERSON,Yosell
6631,text,6879,6883,Utah,GPE,Yosell
6632,text,6909,6921,"Salt
   Lake",LOC,Yosell
6633,text,6948,6955,Claudia,PERSON,Yosell
6634,text,6975,6981,Yosell,PERSON,Yosell
6635,text,7021,7024,two,CARDINAL,Yosell
6636,text,7200,7206,Yosell,PERSON,Yosell
6637,text,7634,7640,States,GPE,Yosell
6638,text,7748,7754,Yosell,PERSON,Yosell
6639,text,8107,8113,Yosell,PERSON,Yosell
6640,text,8138,8143,"15,16",DATE,Yosell
6641,text,8355,8361,Yosell,PERSON,Yosell
6642,text,8498,8505,Claudia,PERSON,Yosell
6643,text,8544,8550,Mexico,GPE,Yosell
6644,text,8559,8565,Yosell,PERSON,Yosell
6645,text,8592,8598,Mexico,GPE,Yosell
6646,text,8872,8897,this past year and a half,DATE,Yosell
6647,text,8931,8937,Yosell,PERSON,Yosell
6648,text,8939,8953,This past year,DATE,Yosell
6649,text,9172,9179,Claudia,PERSON,Yosell
6650,text,9218,9224,Yosell,PERSON,Yosell
6651,text,9315,9321,Yosell,PERSON,Yosell
6652,text,9441,9444,one,CARDINAL,Yosell
6653,text,9454,9457,two,CARDINAL,Yosell
6654,text,9466,9473,Claudia,PERSON,Yosell
6655,text,9531,9537,Yosell,PERSON,Yosell
6656,text,9598,9604,T-Tech,ORG,Yosell
6657,text,9661,9667,T-Tech,ORG,Yosell
6658,text,9676,9682,Yosell,PERSON,Yosell
6659,text,9730,9737,Claudia,PERSON,Yosell
6660,text,9760,9766,Yosell,PERSON,Yosell
6661,text,9961,9967,Yosell,PERSON,Yosell
6662,text,10192,10196,U.S.,GPE,Yosell
6663,text,10241,10247,Yosell,PERSON,Yosell
6664,text,10485,10497,30 years old,DATE,Yosell
6665,text,11358,11365,Mexican,NORP,Yosell
6666,text,11369,11377,American,NORP,Yosell
6667,text,11386,11392,Yosell,PERSON,Yosell
6668,text,11438,11445,Mexican,NORP,Yosell
6669,text,11447,11455,American,NORP,Yosell
6670,text,11530,11534,U.S.,GPE,Yosell
6671,text,11585,11591,Yosell,PERSON,Yosell
6672,text,11704,11710,Yosell,PERSON,Yosell
6673,text,11730,11752,the University of Utah,ORG,Yosell
6674,text,11833,11839,Mexico,GPE,Yosell
6675,text,11905,11911,Yosell,PERSON,Yosell
6676,text,12510,12516,Yosell,PERSON,Yosell
6677,text,137,571,"Yosell: Let’s see. I think I was about three or four months old when I
   crossed the border the first time. It was just, you're going to cross the
   border, and so I crossed the border through, it was TJ [Tijuana] at the
   time. And I was living in San Francisco for maybe like two years. After
   that, from what my dad tells me, and to what I remember, we were just
   moving around the U.S., and quite a couple of places.
 
 
  ","Mexico, Before the US, Migration from Mexico, Border crossing",Yosell
6678,text,11905,12210,"Yosell: I just want to finish my university. When I was out in the States I
   would send money out here, so I have a house and stuff like that. I just
   want to just get done with my university and actually, you know, work on
   that. That's pretty much it, all the goals I do have on here. Yeah.
 
 
  ","Return to Mexico, Challenges, Continuing education",Yosell
6679,text,11585,11655,"Yosell: I probably would have finished my university out there.
 
 
  ","Return to Mexico, Challenges, Continuing education",Yosell
6680,text,10241,11323,"Yosell: I think the only way I can put it really is just being strong.
   Because basically you got to learn how to mature in a faster way than you'd
   probably do it here. I've seen a couple of family members or friends here
   that are like 30 years old and they're still living with their dad and mom.
   They're just like not doing anything for their life, and opposed of people
   out there, most of them that I do know were just living by themselves and
   doing their thing. I'd say out there it's probably not that good because
   you’d get, because most of the people would get into some kind of a drug
   addiction or something like that. I’d say, here, here it'd be probably the
   same, but out there it'd be easier to make money. Here it's a lot harder.
   That's probably what's the difference here to there. That's what I'm
   saying, I think out there you learn how to be strong. When you come here,
   you're just like, ""Oh."" most people get depressed or frustrated here.
   Others actually know how to move on and continue. That's probably how I see
   it.
 
 
  ","Return to Mexico, Challenges, Economic well-being",Yosell
6681,text,9531,9639,"Yosell: Yeah, currently I had a cousin that got me to work here at T-Tech,
   so I guess that was it.
 
 
  ","Return to Mexico, Family Relationships, Those who stayed in Mexico, Return to Mexico, Jobs, Call Centers",Yosell
6682,text,8559,8834,"Yosell: The hardest part here in Mexico is actually I'm trying to live here
   with the economy that they have. One day transport is cheap, the next day
   it goes up, and then it keeps going up, and you're just like, ""Oh."" It's
   just really hard to keep up with it.
 
 
  ","Return to Mexico, Challenges, Economic well-being",Yosell
6683,text,8107,8324,"Yosell: Yeah. I got jumped in, 15,16, with a family kind of thing when
   they're out there. That was basically not a really big choice for me. All
   the family was in there, so that's all I could say on that.
 
 
  ","Time in the US, Family",Yosell
6684,text,7748,8044,"Yosell: I have to tell you, I'm going to guess that's really true. Because
   it's just something really common up there. Either you join something and
   you're known as hardcore, you're known as somebody, or you don't join
   anything and you get bullied around. That's what I could say.
 
 
  ","Time in the US, Tattoos",Yosell
6685,text,7200,7507,"Yosell: [Laughs]. It didn't hurt quite as much as I thought it would, it
   was just more like, ""Oh my eyes are really like, tiring,"" kind of stuff, so
   that didn't really hurt. I think the worst I've ever had hurt was probably
   right here on the collarbone area. Yeah, that's probably the worst.
 
 
  ","Time in the US, Tattoos",Yosell
6686,text,6975,7099,"Yosell: I guess there's a couple. I got these two right here, it's probably
   my favorite tattoo, actually. It says—
 
 
  ","Time in the US, Tattoos",Yosell
6687,text,6762,6947,"Yosell: That's probably one of my favorite ones. Let's see, I had a cousin
   that got shot out in the States out in Utah, so I ended up getting a Salt
   Lake tattoo right here.
 
 
  ","Time in the US, Tattoos, Meaning",Yosell
6688,text,6541,6721,"Yosell: My favorite one would probably be like I have these two angels
   here. Those are my two brothers, so I decided to get them, and I got my mom
   tattooed on my head.
 
 
  ","Time in the US, Tattoos",Yosell
6689,text,6418,6496,"Yosell: Basically, the story it tells. There's a lot of things into it.
 
 
  ","Time in the US, Tattoos, Meaning",Yosell
6690,text,6127,6295,"Yosell: Probably, that's probably why it is. The way you dress.
 
 
   Yosell: Since I do remember I was maybe 17 or 16 when I started getting
   tattooed drunk.
 
 
  ","Time in the US, Tattoos",Yosell
6691,text,5643,6059,"Yosell: Yeah, I mean, I already did know about it just a little bit, so it
   wasn't too bad. It was just basically like Los Angeles, it's the same
   thing, really. Just the differences, the corruption out here, and how
   people treat you. I would probably walk down the street, and I would always
   get a dirty look or something. I'd always get checked by the cops here,
   that's a constant thing for me.
 
 
  ","Return to Mexico, Cultural differences",Yosell
6692,text,5139,5347,"Yosell: I tried finishing my university out in Mexico, but this is the same
   thing. It's really hard to put your hours to work and go to school and
   stuff like that. It's just really hard out here.
 
 
  ","Return to Mexico, Continuing education",Yosell
6693,text,5139,5347,"Yosell: I tried finishing my university out in Mexico, but this is the same
   thing. It's really hard to put your hours to work and go to school and
   stuff like that. It's just really hard out here.
 
 
  ","Return to Mexico, College",Yosell
6694,text,4388,5138,"Yosell: I actually used to get paid for that out there, but just since I
   did end up just coming out to Mexico, I talked to my sponsor—which his name
   was called Jones, he was my manager out there—and I told him, ""Hey, you
   know what? I'm going out to Mexico."" And I got to say thanks and that's it.
   And he actually tried—when I got out to Mexico, I had contact with him a
   lot—he's telling me, ""Hey, I want to see if we can get you a green card or
   something."" I kind of didn't want to go back out to the States. I kind of
   just wanted to stay here. I really didn't even know Mexico, so that was
   part of it. I surfed a couple of times here in Mexico, but it's expensive
   out here to do something. You can't really do much.
 
 
  ","Time in the US, Jobs/employment/work, Time in the US, Pastimes, Sports, Playing",Yosell
6695,text,4000,4313,"Claudia: When you say you had a sponsorship, does that mean that you
   competed?
 
 
   Yosell: Yeah. It usually would take us out, and my dad would actually come
   with me, since I was still a minor, and it would just get a couple of
   videos into it, just do my stuff basically. That's all I would do.
 
 
  ","Time in the US, Pastimes, Sports, Playing",Yosell
6696,text,3649,3999,"San Francisco and Venice Beach and all those kinds of
   beaches to just kick it. And I would see a bunch of my cousins surfing, so
   I think that's where it came on. I think I like almost any other sport,
   really, it's just like something that my dad put us into. He would take me,
   and I have two little brothers, out dirt biking a lot.
 
 
  ","Time in the US, Family, Parents/step-parents",Yosell
6697,text,3556,3999,"Yosell: I can remember when I was just a little kid, my dad would actually
   take me out to San Francisco and Venice Beach and all those kinds of
   beaches to just kick it. And I would see a bunch of my cousins surfing, so
   I think that's where it came on. I think I like almost any other sport,
   really, it's just like something that my dad put us into. He would take me,
   and I have two little brothers, out dirt biking a lot.
 
 
  ","Time in the US, Pastimes, Sports, Playing",Yosell
